file_name,caption,question,choice,A,B,C,D,answer,interpretation,class
Noun_127.png,What is the meaning of 'charge'?,"From the scene I offered to you, answer the question below. What is the meaning of 'charge'?", Select the most suitable option for the question from the following choices.,"accusation,",the property of matter that is responsible for electrical phenomena,the amount of money that you have to pay for something,flavor,C,,Noun_word
Noun_128.png,What is the meaning of 'charge'?,"From the scene I offered to you, answer the question below. What is the meaning of 'charge'?", Select the most suitable option for the question from the following choices.,"accusation,",the property of matter that is responsible for electrical phenomena,the amount of money that you have to pay for something,flavor,B,,Noun_word
Noun_129.png,What is the meaning of 'check'?,"From the scene I offered to you, answer the question below. What is the meaning of 'check'?", Select the most suitable option for the question from the following choices.,an examination to test condition,Cheque,software,machine,A,,Noun_word
Noun_130.png,What is the meaning of 'check'?,"From the scene I offered to you, answer the question below. What is the meaning of 'check'?", Select the most suitable option for the question from the following choices.,an examination to test condition,Cheque,software,machine,B,,Noun_word
Noun_131.png,What is the meaning of 'fan'?,"From the scene I offered to you, answer the question below. What is the meaning of 'fan'?", Select the most suitable option for the question from the following choices.,Table, a machine for producing airflow,underwater geological structures,an enthusiast or supporter,B,,Noun_word
Noun_132.png,What is the meaning of 'fan'?,"From the scene I offered to you, answer the question below. What is the meaning of 'fan'?", Select the most suitable option for the question from the following choices.,Table, a machine for producing airflow,underwater geological structures,an enthusiast or supporter,D,,Noun_word
Noun_133.png,What is the meaning of 'jam'?,"From the scene I offered to you, answer the question below. What is the meaning of 'jam'?", Select the most suitable option for the question from the following choices.,an instance of a thing seizing or becoming stuck,jazz band,Organic ingredients,"a sweet, soft food made by cooking fruit with sugar",D,,Noun_word
Noun_134.png,What is the meaning of 'jam'?,"From the scene I offered to you, answer the question below. What is the meaning of 'jam'?", Select the most suitable option for the question from the following choices.,an instance of a thing seizing or becoming stuck,jazz band,Organic ingredients,"a sweet, soft food made by cooking fruit with sugar",A,,Noun_word
Noun_139.png,What is the meaning of 'line'?,"From the scene I offered to you, answer the question below. What is the meaning of 'line'?", Select the most suitable option for the question from the following choices.,"a long, narrow mark or band",a group of people or things arranged in a row,bag,plants,A,,Noun_word
Noun_140.png,What is the meaning of 'line'?,"From the scene I offered to you, answer the question below. What is the meaning of 'line'?", Select the most suitable option for the question from the following choices.,"a long, narrow mark or band",a group of people or things arranged in a row,bag,plants,B,,Noun_word
Noun_141.png,What is the meaning of 'mint'?,"From the scene I offered to you, answer the question below. What is the meaning of 'mint'?", Select the most suitable option for the question from the following choices.,a place where money is coined,stamp,a kind of plant,building,C,,Noun_word
Noun_142.png,What is the meaning of 'mint'?,"From the scene I offered to you, answer the question below. What is the meaning of 'mint'?", Select the most suitable option for the question from the following choices.,a place where money is coined,stamp,a kind of plant,building,A,,Noun_word
Noun_147.png,What is the meaning of 'race'?,"From the scene I offered to you, answer the question below. What is the meaning of 'race'?", Select the most suitable option for the question from the following choices.,car,a competition,crops,classification of humans ,B,,Noun_word
Noun_148.png,What is the meaning of 'race'?,"From the scene I offered to you, answer the question below. What is the meaning of 'race'?", Select the most suitable option for the question from the following choices.,car,a competition,crops,classification of humans ,D,,Noun_word
